-11.253012 5.106408 -6.146604
-11.418402 5.243789 -6.174613
-11.541303 5.394440 -6.146864
-11.776728 5.558718 -6.218010
-11.927752 5.738447 -6.189305
-12.140521 5.920913 -6.219608
-12.371123 6.094710 -6.276413
-12.566163 6.267830 -6.298333
-12.757179 6.458997 -6.298182
-12.916080 6.669815 -6.246264
-13.214214 6.896362 -6.317852
-13.420303 7.133909 -6.286394
-13.689521 7.385305 -6.304217
-13.962683 7.659333 -6.303350
-14.373730 7.954809 -6.418921
-14.646284 8.254173 -6.392110
-15.024341 8.576616 -6.447725
-15.439112 8.950040 -6.489072
-15.984542 9.378261 -6.606281
-16.616361 9.872141 -6.744221
-17.401804 10.433668 -6.968136
-18.239265 10.985490 -7.253775
-18.514346 11.307333 -7.207013
-18.434730 11.466478 -6.968252
-18.524783 11.668339 -6.856444
-18.718636 11.929163 -6.789473
-19.046482 12.255911 -6.790571
-19.361276 12.649349 -6.711926
-19.830745 13.119897 -6.710848
-20.387186 13.668231 -6.718956
-21.071713 14.307483 -6.764230
-21.899480 15.049867 -6.849613
-22.809569 15.907095 -6.902474
-23.936947 16.888237 -7.048710
-25.179616 17.995541 -7.184075
-26.557372 19.241521 -7.315852
-28.282102 20.661341 -7.620761
-30.085511 22.359512 -7.725999
-32.675750 24.453851 -8.221898
-35.765931 27.062682 -8.703249
-39.727976 30.425734 -9.302241
-45.538730 35.054172 -10.484558
-52.244263 39.881386 -12.362877
-51.887900 41.346047 -10.541853
-48.142247 39.916360 -8.225887
-44.518049 37.869955 -6.648094
-41.879868 35.971397 -5.908471
-39.436829 34.090980 -5.345849
-37.202067 32.242765 -4.959301
-35.110606 30.546853 -4.563753
-33.264801 28.956133 -4.308668
-31.522984 27.462029 -4.060955
-29.820109 26.102236 -3.717873
-28.470290 24.897032 -3.573258
-27.262139 23.840478 -3.421660
-26.047464 22.912780 -3.134684
-25.040002 22.090555 -2.949447
-24.133440 21.335441 -2.797999
-23.246975 20.624187 -2.622788
-22.334717 19.956380 -2.378337
-21.582600 19.325189 -2.257411
-20.916317 18.734361 -2.181956
